gene_id,gene_name,logFC,AveExpr,t,P.Value,adj.P.Val,B,contrast
ENSG00000135597.19,REPS1,0.365986116468386,4.67261877944687,2.73978380869412,0.0252223119423404,0.108673507025082,-4.14926721687964,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135604.11,STX11,0.209678939841991,-0.290135460606639,0.275267559167057,0.790019010395127,0.873562046074877,-6.13966561208161,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135605.13,TEC,-0.531710234665786,-0.736221706012991,-1.20523738010381,0.262220580377036,0.4527090870947,-5.35001439140891,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135617.4,PRADC1,-0.307125639440572,3.83783724868585,-1.75466572808869,0.117023900050249,0.27440848466607,-5.45907285869088,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135622.13,SEMA4F,0.0735237872033568,4.72578061347906,0.22534412050944,0.827306674875439,0.897702809547185,-7.07005686182318,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135624.17,CCT7,-0.429492996337116,7.70580131445404,-2.41086781139052,0.0421582106268848,0.146958658120721,-4.73392758746569,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135631.17,RAB11FIP5,-0.982934938946004,6.08486819190504,-4.67654475300699,0.00154712214254025,0.0232856968307995,-1.29719357461262,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135632.12,SMYD5,-0.023730338634759,4.18888745222272,-0.133974240329378,0.89669991651044,0.940303233497889,-6.99601227941366,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135636.16,DYSF,-3.01415980855762,8.12793804891793,-11.5981189596776,2.56026005918554e-06,0.00233582429832713,5.44390183569431,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135637.14,CCDC142,0.0581922947221946,3.57541591532574,0.279715316139407,0.786723095120764,0.872513312272588,-6.84233896537057,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135643.5,KCNMB4,0.572511333878075,4.09819526508055,1.56987560768046,0.154711602655749,0.326399942777914,-5.82691102734638,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135655.16,USP15,-0.505787797970814,5.35336564984759,-3.60811621120832,0.00678659635721258,0.0509122775778815,-2.8281144576414,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135677.11,GNS,-0.112124731857377,8.19063587717593,-0.538923146387241,0.604466846955881,0.749738015815005,-6.99349773569258,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135678.12,CPM,-3.60929274883332,0.60752678414416,-3.28020662907037,0.0110318700640307,0.0674209060074045,-2.5064172931075,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135679.27,MDM2,-1.14076656139758,7.03768094756083,-3.93091597986397,0.00426652536514688,0.0398209034080376,-2.38795588126568,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135686.13,KLHL36,-0.41133394428009,5.7569498368212,-2.30730915430194,0.0495884308811496,0.16270308729448,-4.89506307271739,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135697.10,BCO1,-0.990378434407186,-3.11905507157263,-0.81727066890895,0.437206781078883,0.616503014588521,-5.3379204889517,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135698.10,MPHOSPH6,-0.0302692768452005,3.80023027434079,-0.138255915986943,0.893421727890484,0.938258000552711,-6.91541642439336,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135709.14,KIAA0513,0.188321071501846,3.93196338756913,0.612970669281667,0.556751463760222,0.714678058988391,-6.76510358471124,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135720.13,DYNC1LI2,-0.30749644470434,7.84046362851905,-2.20239227226361,0.0584478676440434,0.179807927558372,-5.0504497223648,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135722.9,FBXL8,-0.562092855981518,0.800344503425016,-1.7177608210519,0.123792998676366,0.284180694421035,-4.93516529831196,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135723.14,FHOD1,0.158479381106609,5.70303943379041,0.529791923480648,0.610500630701414,0.753507949235992,-7.03071274453441,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135736.6,CCDC102A,0.439898272380946,3.72723937844853,1.4307292922087,0.190021945032384,0.371879331277517,-5.9335934772915,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135740.17,SLC9A5,1.07275011499288,1.86013231023073,1.96316490218525,0.0848825299920294,0.224277604497813,-4.86523134626629,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135744.9,AGT,-0.0730407181817505,2.17677286490275,-0.143840816707732,0.889149026810005,0.935500537337015,-6.56286028002889,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135749.20,PCNX2,-0.364985820975808,4.65505141936687,-1.72208845964174,0.122980751836152,0.282904113226417,-5.65143082292794,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135750.15,KCNK1,1.05190435594389,0.390562183950687,1.90229014467678,0.0932738135562366,0.237572598395603,-4.71188528474943,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135763.10,URB2,0.067574094961588,3.84428158961214,0.339904497199375,0.742595749677266,0.844553976177577,-6.88032608229167,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135766.9,EGLN1,-0.226002427513936,2.93936571405902,-0.486380659187944,0.639614852954475,0.775243462793255,-6.57726961617754,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135773.13,CAPN9,0.856105722573672,-2.50214553408087,0.79948082003999,0.446875450745604,0.624711833416239,-5.5447245750314,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135775.14,COG2,-0.0092042799879117,4.74723547236476,-0.0669299685099564,0.948263998756121,0.970475587916174,-7.09371092707817,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135776.5,ABCB10,-0.379655350646746,4.37813298984774,-1.68279064918785,0.130541546606589,0.293703706036555,-5.66142771897215,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135778.12,NTPCR,0.0234028381800499,4.68670180471769,0.158091719479759,0.878264208398543,0.929068483669723,-7.07526626774308,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135801.11,TAF5L,0.0466388988022042,5.00739428716262,0.299795386688325,0.771900899058502,0.862391248358043,-7.08056347408045,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135821.19,GLUL,0.370437846791805,6.904147523294,1.89149770559177,0.0948420799743927,0.239911000113364,-5.53524986770669,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135823.14,STX6,0.294524270799141,4.93545270812509,2.19407589122701,0.0592137728305789,0.181103046749524,-5.02726859043909,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135824.13,RGS8,1.24575947554165,-1.81764517426275,0.980247962237165,0.355398913634179,0.543429864034721,-5.50869730883436,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135828.11,RNASEL,0.611620448122203,2.8243728348095,1.81338620619749,0.106963500357799,0.258823168062266,-5.23552229960388,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135829.17,DHX9,0.24174465990799,7.67318576937061,1.24832130831178,0.246870976210166,0.436091883345013,-6.3712234813514,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135835.12,KIAA1614,2.17086113352206,2.20891704946399,7.40340973135416,7.21400994404204e-05,0.00602582007090571,2.17314934377563,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135837.17,CEP350,0.641157768768537,5.59905640538294,3.06336744457312,0.0153200387915162,0.0813837830731214,-3.71471642049779,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135838.14,NPL,0.9068357806378,0.924220172479572,2.1386156128325,0.0645804987335414,0.190655127874974,-4.43950663882725,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135842.17,NIBAN1,-0.500406683271769,2.79846807577562,-0.998137966791267,0.34716209587897,0.536178161713151,-6.13195030041179,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135845.10,PIGC,0.271570305852964,4.50667154501663,1.48033864795448,0.176685837318307,0.354948684118433,-5.99626174450538,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135862.6,LAMC1,-0.00326788727919844,9.8013275863331,-0.0120977425335783,0.990641012586922,0.994457708558797,-7.07094471914593,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135870.12,RC3H1,-0.0336188042754764,4.79433067632042,-0.208317250686386,0.840136661007817,0.90505672595835,-7.07648550114739,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135899.20,SP110,-1.15960740688303,3.5551462215608,-1.9658512279849,0.0845294604614271,0.22370150079515,-5.0049338465349,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135900.4,MRPL44,-0.305267618260561,4.73427113571302,-1.8906790571099,0.094962060339257,0.240031247240232,-5.42703884879592,vsmc_pooled_CAD_vs_nonCAD
